'across, the, political, spectrum', 34.71336339363423
'to, turn, the, page', 34.71336339363423
'we, are, grateful, for', 34.71336339363423
'to, get, an, education', 34.71336339363423
'is, not, just, a', 34.71336339363423
'of, every, race, and', 34.71336339363423
'more, prosperous, and, more', 34.71336339363423
'on, the, ground, in', 34.71336339363423
'against, al, qaeda, and', 34.71336339363423
'willing, to, work, with', 34.71336339363423
'have, the, opportunity, to', 34.71336339363423
'the, relationship, between, the', 34.71336339363423
'out, there, who, are', 34.71336339363423
'there, have, been, a', 34.71336339363423
'as, i, said, in', 33.47360041529015
'thats, who, we, are', 33.47360041529015
'i, know, that, we', 32.23383743694607
'have, to, make, some', 32.23383743694607
'of, the, reasons, why', 32.23383743694607
'listen, to, each, other', 32.23383743694607
'of, all, i, think', 32.23383743694607
'a, health, care, system', 32.23383743694607
'the, last, few, decades', 32.23383743694607
'do, whatever, it, takes', 32.23383743694607
'the, question, is, how', 32.23383743694607
'you, mr, president, you', 32.23383743694607
'the, civil, rights, act', 32.23383743694607
'welcome, to, the, white', 32.23383743694607
'and, so, the, question', 32.23383743694607
'about, how, do, we', 32.23383743694607
'we, have, to, recognize', 32.23383743694607
'of, the, reason, that', 32.23383743694607
'that, will, allow, us', 32.23383743694607
'congress, who, are, here', 32.23383743694607
'a, world, in, which', 32.23383743694607
'new, jobs, and, new', 32.23383743694607
'guns, out, of, the', 32.23383743694607
'our, sons, and, daughters', 32.23383743694607
'but, i, also, believe', 32.23383743694607
'health, care, system, and', 32.23383743694607
'as, a, member, of', 32.23383743694607
'in, the, years, to', 32.23383743694607
'it, comes, to, our', 32.23383743694607
'most, of, all, i', 32.23383743694607
'is, one, of, those', 32.23383743694607
'cost, of, health, care', 31.407328784716686
'these, men, and, women', 30.99407445860199
'the, course, of, this', 30.99407445860199
'bless, you, and, may', 30.99407445860199
'got, to, make, sure', 30.250216671595542
'it, is, wonderful, to', 29.75431148025791
'make, sure, that, the', 29.75431148025791
'as, one, nation, and', 29.754311480257908
'there, are, a, number', 29.754311480257908
'the, fact, that, there', 29.754311480257908
'of, making, sure, that', 29.754311480257908
'and, prayers, are, with', 29.754311480257908
'have, a, stake, in', 29.754311480257908
'skills, they, need, to', 29.754311480257908
'face, as, a, nation', 29.754311480257908
'women, in, uniform, and', 29.754311480257908
'that, all, men, are', 29.754311480257908
'the, use, of, chemical', 29.754311480257908
'the, young, people, here', 29.754311480257908
'have, an, impact, on', 29.754311480257908
'of, who, they, are', 29.754311480257908
'young, lady, right, here', 29.754311480257908
'the, course, of, my', 29.754311480257908
'make, no, mistake, we', 29.754311480257908
'side, by, side, in', 29.754311480257908
'with, the, private, sector', 29.754311480257908
'five, years, from, now', 29.754311480257908
'we, can, only, do', 29.754311480257908
'for, those, who, are', 29.754311480257908
'will, continue, to, make', 29.754311480257908
'the, people, of, france', 29.754311480257908
'the, folks, who, are', 29.754311480257908
'our, commitment, to, the', 29.754311480257908
'what, needs, to, be', 29.754311480257908
'thoughts, and, prayers, are', 29.754311480257908
'for, quite, some, time', 29.754311480257908
'democrats, and, republicans, and', 29.754311480257908
'there, will, be, times', 29.754311480257908
'in, the, region, to', 29.754311480257908
'that, there, would, be', 29.754311480257908
'are, a, number, of', 29.754311480257908
'the, progress, that, weve', 29.754311480257908
'part, of, the, reason', 29.34105715414322
'to, have, to, make', 28.92780282802853
'in, the, lives, of', 28.51454850191383
'the, truth, of, the', 27.27478552356975
'are, part, of, a', 27.27478552356975
'here, at, the, white', 27.27478552356975
'good, for, the, economy', 27.27478552356975
'i, wanted, to, ask', 27.27478552356975
'and, mutual, respect, and', 27.27478552356975
'on, foreign, oil, and', 27.27478552356975
'the, jobs, of, the', 27.27478552356975
'i, have, made, it', 27.27478552356975
'i, want, us, to', 27.27478552356975
'and, members, of, the', 27.27478552356975
'in, the, eyes, of', 27.27478552356975
'it, clear, that, the', 27.27478552356975
'be, the, generation, that', 27.27478552356975
'i, love, you, back', 27.27478552356975
'there, are, some, who', 27.27478552356975
'live, up, to, our', 27.27478552356975
'as, we, did, in', 27.27478552356975
'make, sure, that, if', 27.27478552356975
'i, can, announce, that', 27.27478552356975
'can, yes, we, can', 27.27478552356975
'thank, you, everybody, please', 27.27478552356975
'united, states, as, well', 27.27478552356975
'national, security, team, to', 27.27478552356975
'that, we, can, be', 27.27478552356975
'the, kind, of, leadership', 27.27478552356975
'we, can, do, together', 27.27478552356975
'continue, to, make, progress', 27.27478552356975
'to, improve, the, lives', 27.27478552356975
'as, well, as, they', 27.27478552356975
'a, chance, to, talk', 27.27478552356975
'yes, we, can, yes', 27.27478552356975
'that, led, to, the', 27.27478552356975
'and, thats, part, of', 27.27478552356975
'rights, of, all, people', 27.27478552356975
'as, well, as, to', 27.27478552356975
'a, role, to, play', 27.27478552356975
'the, 21st, century, the', 27.27478552356975
'the, health, of, our', 27.27478552356975
'it, means, that, we', 27.27478552356975
'truth, of, the, matter', 27.27478552356975
'health, care, in, america', 27.27478552356975
'to, get, something, done', 27.27478552356975
'all, right, its, a', 27.27478552356975
'as, one, american, family', 27.27478552356975
'the, civil, rights, movement', 27.27478552356975
'we, can, yes, we', 27.27478552356975
'to, live, up, to', 26.44827687134037
'is, how, do, we', 26.035022545225672
'the, security, of, the', 26.035022545225672
'is, something, that, we', 26.035022545225672
'those, of, you, who', 26.035022545225672
'challenges, that, we, face', 26.035022545225672
'continue, to, be, a', 26.035022545225672
'a, chance, to, meet', 26.035022545225672
'at, a, time, when', 25.897271103187443
'to, make, a, difference', 25.62176821911098
'more, work, to, do', 24.795259566881594
'as, we, mark, the', 24.79525956688159
'and, around, the, globe', 24.79525956688159
'each, of, us, has', 24.79525956688159
'it, makes, no, sense', 24.79525956688159
'they, need, to, compete', 24.79525956688159
'this, is, a, matter', 24.79525956688159
'make, sure, that, there', 24.79525956688159
'to, all, those, who', 24.79525956688159
'year, after, year, after', 24.79525956688159
'its, important, that, we', 24.79525956688159
'prayers, are, with, the', 24.79525956688159
'go, to, college, and', 24.79525956688159
'that, they, can, get', 24.79525956688159
'i, am, prepared, to', 24.79525956688159
'equal, pay, for, equal', 24.79525956688159
'we, can, do, this', 24.79525956688159
'make, no, mistake, this', 24.79525956688159
'other, nation, on, earth', 24.79525956688159
'more, than, 200, years', 24.79525956688159
'if, youre, one, of', 24.79525956688159
'thats, why, i, will', 24.79525956688159
'with, us, here, today', 24.79525956688159
'around, the, world, but', 24.79525956688159
'people, who, are, not', 24.79525956688159
'today, i, can, announce', 24.79525956688159
'and, their, families, and', 24.79525956688159
'around, the, globe, and', 24.79525956688159
'moving, in, the, right', 24.79525956688159
'prevent, the, spread, of', 24.79525956688159
'but, i, also, think', 24.79525956688159
'for, those, who, dont', 24.79525956688159
'are, making, sure, that', 24.79525956688159
'we, have, a, responsibility', 24.79525956688159
'to, talk, about, today', 24.79525956688159
'grow, the, economy, and', 24.79525956688159
'ive, seen, it, in', 24.79525956688159
'for, those, of, us', 24.79525956688159
'for, future, generations, and', 24.79525956688159
'president, obama, no, i', 24.79525956688159
'the, 50th, anniversary, of', 24.79525956688159
'this, is, not, simply', 24.79525956688159
'world, that, is, more', 24.79525956688159
'would, be, good, for', 24.79525956688159
'on, this, issue, and', 24.79525956688159
'his, holiness, pope, francis', 24.79525956688159
'have, more, work, to', 24.79525956688159
'pay, for, equal, work', 24.79525956688159
'both, democrats, and, republicans', 24.79525956688159
'the, life, of, the', 24.79525956688159
'including, the, united, states', 24.79525956688159
'out, for, one, another', 24.79525956688159
'at, the, height, of', 24.79525956688159
'over, the, past, six', 24.79525956688159
'so, today, i, want', 24.79525956688159
'more, than, one, million', 24.79525956688159
'economies, in, the, world', 24.79525956688159
'know, that, there, are', 24.79525956688159
'lead, the, world, in', 24.79525956688159
'of, its, own, people', 24.79525956688159
'think, of, all, the', 24.79525956688159
'to, do, better, and', 24.79525956688159
'at, a, time, of', 24.79525956688159
'on, the, ground, and', 24.79525956688159
'we, are, as, americans', 24.79525956688159
'roads, and, our, bridges', 24.79525956688159
'turn, the, page, on', 24.79525956688159
'their, own, destiny, and', 24.79525956688159
'does, their, fair, share', 24.79525956688159
'boots, on, the, ground', 24.79525956688159
'the, old, ways, of', 24.79525956688159
'work, together, to, make', 24.79525956688159
'i, think, there, is', 24.79525956688159
'will, not, be, easy', 24.79525956688159
'after, year, after, year', 24.79525956688159
'it, is, in, our', 24.79525956688159
'figure, out, how, do', 24.79525956688159
'in, the, individual, market', 24.79525956688159
'the, overwhelming, majority, of', 23.968750914652208
'make, sure, that, we', 23.968750914652208
'a, lot, of, folks', 23.555496588537512
'of, nuclear, weapons, and', 23.555496588537512
'that, we, can, make', 23.555496588537512
'over, the, past, few', 23.555496588537512
'millions, of, americans, who', 23.555496588537512
'out, of, the, hands', 23.555496588537512
'we, can, do, to', 23.142242262422823
'thank, you, president, obama', 22.72898793630813
'both, of, our, countries', 22.315733610193433
'you, said, that, you', 22.315733610193433
'who, are, out, there', 22.315733610193433
'make, it, harder, for', 22.315733610193433
'to, bring, about, a', 22.315733610193433
'chance, to, go, to', 22.315733610193433
'live, in, peace, and', 22.315733610193433
'make, sure, that, those', 22.315733610193433
'protect, the, american, people', 22.315733610193433
'we, continue, to, make', 22.315733610193433
'been, a, part, of', 22.315733610193433
'we, may, not, be', 22.315733610193433
'so, the, bottom, line', 22.315733610193433
'us, to, come, together', 22.315733610193433
'in, a, world, of', 22.315733610193433
'they, are, part, of', 22.315733610193433
'states, of, america, has', 22.315733610193433
'and, with, respect, to', 22.315733610193433
'during, the, course, of', 22.315733610193433
'in, this, region, and', 22.315733610193433
'to, make, it, happen', 22.315733610193433
'because, we, believe, that', 22.315733610193433
'is, not, just, about', 22.315733610193433
'will, be, required, to', 22.315733610193433
'then, i, think, we', 22.315733610193433
'making, sure, that, they', 22.315733610193433
'sides, of, the, atlantic', 22.315733610193433
'other, countries, around, the', 22.315733610193433
'state, and, local, governments', 22.315733610193433
'and, liberty, and, the', 22.315733610193433
'to, do, so, in', 22.315733610193433
'you, for, your, extraordinary', 22.315733610193433
'protect, our, people, and', 22.315733610193433
'and, all, those, who', 22.315733610193433
'the, full, range, of', 22.315733610193433
'think, there, are, a', 22.315733610193433
'and, to, make, sure', 22.315733610193433
'the, interstate, highway, system', 22.315733610193433
'of, nuclear, weapons, in', 22.315733610193433
'have, to, continue, to', 22.315733610193433
'and, im, looking, forward', 22.315733610193433
'brings, me, to, my', 22.315733610193433
'was, the, moment, when', 22.315733610193433
'around, the, world, as', 22.315733610193433
'full, measure, of, devotion', 22.315733610193433
'a, safe, haven, for', 22.315733610193433
'and, well, continue, to', 22.315733610193433
'of, our, health, care', 22.315733610193433
'and, human, rights, and', 22.315733610193433
'also, want, to, acknowledge', 22.315733610193433
'wars, in, iraq, and', 22.315733610193433
'that, we, have, not', 22.315733610193433
'relationship, between, our, two', 22.315733610193433
'of, people, who, have', 22.315733610193433
'to, prevent, the, spread', 22.315733610193433
'money, in, their, pockets', 22.315733610193433
'just, like, everybody, else', 22.315733610193433
'to, the, emergency, room', 22.315733610193433
'say, that, we, are', 22.315733610193433
'people, of, different, faiths', 22.315733610193433
'the, question, is, whether', 22.315733610193433
'a, place, where, we', 22.315733610193433
'think, that, we, have', 22.315733610193433
'the, country, who, are', 22.315733610193433
'america, will, continue, to', 22.315733610193433
'well, as, i, said', 22.315733610193433
'young, people, here, today', 22.315733610193433
'is, the, moment, when', 22.315733610193433
'for, millions, of, americans', 22.315733610193433
'that, the, affordable, care', 22.315733610193433
'safe, haven, for, terrorists', 22.315733610193433
'proud, to, be, your', 22.315733610193433
'i, had, the, privilege', 22.315733610193433
'in, the, direction, of', 22.315733610193433
'to, find, common, ground', 22.315733610193433
'right, here, right, now', 22.315733610193433
'end, the, war, in', 22.315733610193433
'states, and, the, united', 22.315733610193433
'doing, everything, we, can', 22.315733610193433
'of, the, last, century', 22.315733610193433
'to, say, that, our', 22.315733610193433
'leadership, in, the, world', 22.315733610193433
'to, pay, a, little', 22.315733610193433
'is, going, to, continue', 22.315733610193433
'of, peace, and, security', 22.315733610193433
'we, can, do, more', 22.315733610193433
'innocent, men, women, and', 22.315733610193433
'people, across, the, country', 22.315733610193433
'that, we, would, not', 22.315733610193433
'to, make, sure, that', 22.103202813905877
'who, are, willing, to', 21.695852121021396
'the, hard, work, of', 21.695852121021396
'there, is, no, doubt', 21.489224957964048
'everything, we, can, to', 21.489224957964048
'use, of, chemical, weapons', 21.075970631849355
'that, will, lead, to', 21.075970631849355
'a, nuclear, weapon, and', 21.075970631849355
'we, are, able, to', 21.075970631849355
'to, work, together, to', 20.662716305734662
'will, continue, to, be', 20.456089142677314
'so, that, people, can', 19.836207653505273
'the, promise, of, this', 19.836207653505273
'the, united, states, does', 19.836207653505273
'believe, that, we, should', 19.836207653505273
'and, thats, the, kind', 19.836207653505273
'thats, what, we, can', 19.836207653505273
'sense, of, purpose, and', 19.836207653505273
'as, we, go, forward', 19.836207653505273
'continue, to, do, so', 19.836207653505273
'important, for, all, of', 19.836207653505273
'the, rights, of, the', 19.836207653505273
'america, i, want, to', 19.836207653505273
'before, and, i, will', 19.836207653505273
'and, so, i, think', 19.836207653505273
'we, also, know, that', 19.836207653505273
'selfevident, that, all, men', 19.836207653505273
'the, greatest, nation, on', 19.836207653505273
'in, the, kind, of', 19.836207653505273
'united, states, is, not', 19.836207653505273
'in, the, last, century', 19.836207653505273
'from, iraq, and, afghanistan', 19.836207653505273
'there, are, those, who', 19.836207653505273
'into, the, 21st, century', 19.836207653505273
'in, a, country, that', 19.836207653505273
'the, fact, that, in', 19.836207653505273
'be, selfevident, that, all', 19.836207653505273
'out, how, can, we', 19.836207653505273
'that, we, were, able', 19.836207653505273
'respect, the, rights, of', 19.836207653505273
'now, part, of, the', 19.836207653505273
'care, that, they, need', 19.836207653505273
'i, want, the, american', 19.836207653505273
'the, security, and, prosperity', 19.836207653505273
'of, war, and, peace', 19.836207653505273
'and, those, of, you', 19.836207653505273
'last, full, measure, of', 19.836207653505273
'between, democrats, and, republicans', 19.836207653505273
'and, to, the, world', 19.836207653505273
'weeks, and, months, to', 19.836207653505273
'and, that, is, our', 19.836207653505273
'and, that, is, how', 19.836207653505273
'came, into, office, we', 19.836207653505273
'these, truths, to, be', 19.836207653505273
'make, sure, that, in', 19.836207653505273
'in, each, of, these', 19.836207653505273
'character, of, our, country', 19.836207653505273
'for, middleclass, families, and', 19.836207653505273
'were, a, nation, that', 19.836207653505273
'above, and, beyond, the', 19.836207653505273
'this, gentleman, right, here', 19.836207653505273
'its, nuclear, program, and', 19.836207653505273
'make, sure, that, that', 19.836207653505273
'and, over, the, past', 19.836207653505273
'as, we, meet, here', 19.836207653505273
'the, american, people, would', 19.836207653505273
'and, so, one, of', 19.836207653505273
'the, issue, of, the', 19.836207653505273
'make, college, more, affordable', 19.836207653505273
'it, does, mean, that', 19.836207653505273
'the, next, great, chapter', 19.836207653505273
'in, a, better, position', 19.836207653505273
'a, nuclear, weapon, we', 19.836207653505273
'a, better, future, and', 19.836207653505273
'as, hard, as, i', 19.836207653505273
'thats, why, were, making', 19.836207653505273
'that, are, taking, place', 19.836207653505273
'and, today, i, can', 19.836207653505273
'health, care, costs, and', 19.836207653505273
'all, those, who, have', 19.836207653505273
'and, in, the, future', 19.836207653505273
'lay, the, foundation, for', 19.836207653505273
'its, not, enough, to', 19.836207653505273
'so, many, of, us', 19.836207653505273
'right, now, there, are', 19.836207653505273
'to, be, selfevident, that', 19.836207653505273
'why, were, working, to', 19.836207653505273
'a, matter, of, fact', 19.836207653505273
'that, there, are, a', 19.836207653505273
'way, to, do, that', 19.836207653505273
'do, everything, we, can', 19.836207653505273
'its, good, for, our', 19.836207653505273
'all, those, things, are', 19.836207653505273
'the, 21st, century, we', 19.836207653505273
'because, one, of, the', 19.836207653505273
'do, it, for, them', 19.836207653505273
'after, taking, office, i', 19.836207653505273
'take, the, example, of', 19.836207653505273
'to, the, cause, of', 19.836207653505273
'as, weve, seen, in', 19.836207653505273
'and, our, allies, and', 19.836207653505273
'so, long, as, i', 19.836207653505273
'want, the, american, people', 19.836207653505273
'more, important, than, ever', 19.836207653505273
'and, it, will, require', 19.836207653505273
'with, members, of, congress', 19.836207653505273
'to, the, afghan, people', 19.836207653505273
'there, is, no, reason', 19.836207653505273
'going, to, be, difficult', 19.836207653505273
'now, i, understand, that', 19.836207653505273
'its, good, to, see', 19.836207653505273
'hold, these, truths, to', 19.836207653505273
'the, american, people, demand', 19.836207653505273
'what, i, can, say', 19.836207653505273
'on, the, steps, of', 19.836207653505273
'the, members, of, congress', 19.836207653505273
'states, of, america, to', 19.836207653505273
'give, them, a, chance', 19.836207653505273
'need, for, us, to', 19.836207653505273
'ive, said, this, before', 19.836207653505273
'able, to, say, that', 19.836207653505273
'this, is, an, issue', 19.836207653505273
'those, men, and, women', 19.836207653505273
'can, no, longer, afford', 19.836207653505273
'at, the, very, top', 19.836207653505273
'in, the, coming, weeks', 19.836207653505273
'but, thats, not, what', 19.836207653505273
'in, the, past, few', 19.836207653505273
'no, doubt, that, the', 19.836207653505273
'that, members, of, congress', 19.836207653505273
'americans, back, to, work', 19.836207653505273
'we, hold, these, truths', 19.836207653505273
'weve, put, in, place', 19.836207653505273
'because, i, think, that', 19.836207653505273
'back, to, work, rebuilding', 19.836207653505273
'the, chance, to, get', 19.836207653505273
'whose, lives, have, been', 19.836207653505273
'that, the, best, way', 19.836207653505273
'about, the, situation, in', 19.836207653505273
'its, a, matter, of', 19.836207653505273
'we, need, to, go', 19.836207653505273
'to, reach, out, to', 19.836207653505273
'and, that, means, we', 19.836207653505273
'a, better, job, of', 19.836207653505273
'are, the, kinds, of', 19.836207653505273
'dont, think, we, should', 19.836207653505273
'it, in, a, way', 19.836207653505273
'we, cant, go, back', 19.836207653505273
'to, act, in, the', 19.836207653505273
'truths, to, be, selfevident', 19.836207653505273
'in, search, of, a', 19.836207653505273
'we, need, to, do', 19.48198965969268
'and, around, the, world', 19.422953327390584
'and, most, of, all', 19.340302462167642
'and, the, good, news', 19.009699001275887
'but, i, also, know', 19.009699001275887
'what, it, is, that', 19.009699001275887
'that, the, world, has', 19.009699001275887
'in, the, next, few', 18.596444675161194
'in, afghanistan, and, pakistan', 18.596444675161194
'if, youve, got, a', 18.596444675161194
'it, means, to, be', 18.596444675161194
'the, nature, of, the', 18.596444675161194
'the, promise, of, a', 18.596444675161194
'american, people, and, i', 18.596444675161194
'when, they, come, home', 18.596444675161194
'to, pay, the, bills', 18.596444675161194
'the, work, that, we', 18.596444675161194
'i, could, not, be', 18.596444675161194
'why, we, need, to', 18.596444675161194
'who, are, trying, to', 18.596444675161194
'progress, that, weve, made', 18.596444675161194
'i, know, that, there', 18.596444675161194
'the, american, people, so', 18.596444675161194
'is, a, testament, to', 18.596444675161194
'thats, part, of, the', 17.976563185989153
'there, are, going, to', 17.76993602293181
'i, think, its, important', 17.710899690629706
'between, the, united, states', 17.563308859874464
'health, care, that, they', 17.356681696817116
'is, not, to, say', 17.356681696817116
'must, come, together, to', 17.356681696817116
'the, foundation, for, a', 17.356681696817116
'there, is, not, a', 17.356681696817116
'had, the, courage, to', 17.356681696817116
'tonight, id, like, to', 17.356681696817116
'require, all, of, us', 17.356681696817116
'in, the, american, people', 17.356681696817116
'security, and, prosperity, of', 17.356681696817116
'just, because, of, the', 17.356681696817116
'a, europe, that, is', 17.356681696817116
'what, all, of, you', 17.356681696817116
'on, the, need, for', 17.356681696817116
'what, it, means, for', 17.356681696817116
'to, members, of, congress', 17.356681696817116
'the, promise, of, our', 17.356681696817116
'not, just, for, the', 17.356681696817116
'the, war, on, terror', 17.356681696817116
'across, the, board, and', 17.356681696817116
'life, liberty, and, the', 17.356681696817116
'to, our, men, and', 17.356681696817116
'climate, change, is, a', 17.356681696817116
'i, hold, this, office', 17.356681696817116
'that, so, many, of', 17.356681696817116
'mr, president, i, am', 17.356681696817116
'is, not, just, the', 17.356681696817116
'we, just, cant, afford', 17.356681696817116
'the, kinds, of, things', 17.356681696817116
'our, economy, and, the', 17.356681696817116
'for, the, same, reason', 17.356681696817116
'i, couldnt, be, prouder', 17.356681696817116
'on, how, we, can', 17.356681696817116
'lets, get, it, done', 17.356681696817116
'threat, to, the, united', 17.356681696817116
'know, that, they, are', 17.356681696817116
'we, would, not, have', 17.356681696817116
'of, americans, who, have', 17.356681696817116
'an, impact, on, the', 17.356681696817116
'cant, go, back, to', 17.356681696817116
'in, both, of, our', 17.356681696817116
'sure, that, we, do', 17.356681696817116
'of, the, cold, war', 17.356681696817116
'that, is, part, of', 17.356681696817116
'there, has, not, been', 17.356681696817116
'can, make, sure, that', 17.356681696817116
'good, for, our, economy', 17.356681696817116
'a, lot, of, kids', 17.356681696817116
'the, way, that, the', 17.356681696817116
'are, a, threat, to', 17.356681696817116
'we, are, at, war', 17.356681696817116
'make, a, difference, and', 17.356681696817116
'to, be, defined, by', 17.356681696817116
'a, direct, threat, to', 17.356681696817116
'that, the, overwhelming, majority', 17.356681696817116
'the, next, phase, of', 17.356681696817116
'a, growing, number, of', 17.356681696817116
'the, surface, of, the', 17.356681696817116
'throughout, the, region, and', 17.356681696817116
'agree, on, the, need', 17.356681696817116
'what, we, must, do', 17.356681696817116
'the, nature, of, our', 17.356681696817116
'in, the, interest, of', 17.356681696817116
'in, pursuit, of, a', 17.356681696817116
'the, right, way, and', 17.356681696817116
'we, have, been, in', 17.356681696817116
'and, i, believe, we', 17.356681696817116
